chapter_var|verse_num|hebrew_word|transliteration_gloss
  "Gopotihm" (1x) -- Hebrew: גוּפוֹתֵיהֶם
  "Oikso" (1x) -- Hebrew: וַיְכֻסּוּ
  "Richm" (1x) -- Hebrew: רֵיחָם
  "Odmotihm" (1x) -- Hebrew: וְאַדְמוֹתֵיהֶם
  "Isod" (1x) -- Hebrew: יִסּוּד
  "Oknh" (1x) -- Hebrew: וְקִנְאָה
  "Ogdopim" (1x) -- Hebrew: וְגִדּוּפִים
  "Obzh" (1x) -- Hebrew: וּבִזָּה
  "Onof" (1x) -- Hebrew: וְנִאוּף
  "Ogilh" (1x) -- Hebrew: וְגִילָה
  "Tgofto" (1x) -- Hebrew: אֶת־גּוּפָתוֹ
  "Olshomh" (1x) -- Hebrew: וּלְשׂוּמָהּ
  "Hoshm" (1x) -- Hebrew: הוּשְׂם
  "Oimch" (1x) -- Hebrew: וַיִּמַּח
  "Oidlk" (1x) -- Hebrew: וַיִּדְלַק
  "Ishn" (1x) -- Hebrew: יָשֵׁן
  "Mminh" (1x) -- Hebrew: מַאֲמִינָה
  "Brokh" (1x) -- Hebrew: בְּרוּכָה
  "Ishh" (1x) -- Hebrew: אִישָׁהּ
  "Obkomo" (1x) -- Hebrew: וּבְקוּמוֹ
  "Obrokh" (1x) -- Hebrew: וּבְרוּכָה
  "Obhodih" (1x) -- Hebrew: וּבְהוֹדָיָה
  "Vish" (1x) -- Hebrew: אָבִישׁ
  "Hodih" (1x) -- Hebrew: הוֹדִיעָה
  "Vroth" (1x) -- Hebrew: בִּרְאוֹתָהּ
  "Obito" (1x) -- Hebrew: וּבֵיתוֹ
  "Sbos" (1x) -- Hebrew: סֶבוּס׃
  "Lhoridh" (1x) -- Hebrew: לְהוֹרִידָהּ
  "Lnotm" (1x) -- Hebrew: לְעַנּוֹתָם׃
  "Lisrm" (1x) -- Hebrew: לְיַסְּרָם
  "Ohtsilh" (1x) -- Hebrew: וְהִצִּילָה
  "Hmh" (1x) -- Hebrew: הָאָמָה
  "Kpih" (1x) -- Hebrew: כַּפֶּיהָ
  "Hobno" (1x) -- Hebrew: הוּבְנוּ
  "Okkloth" (1x) -- Hebrew: וּכְכַלּוֹתָהּ
  "Oihio" (1x) -- Hebrew: וַיְהִיוּ
  "Omh" (1x) -- Hebrew: וְעַמָּה
  "Ntiomno" (1x) -- Hebrew: אַנְטִיוֹמְנוֹ
  "Irmono" (1x) -- Hebrew: יְרַמּוּנוּ
  "Igzlo" (1x) -- Hebrew: יִגְזְלוּ
  "Tosh" (1x) -- Hebrew: תִוָּשַׁע
  "Gorlm" (1x) -- Hebrew: גּוֹרָלָם
  "Oichzikom" (1x) -- Hebrew: וַיַּחֲזִיקוּם
  "Moldt" (1x) -- Hebrew: מוֹלֶדֶת
  "Molon" (1x) -- Hebrew: עֲמוּלוֹן
  "Ovtovotihm" (1x) -- Hebrew: וּבְתוֹעֲבוֹתֵיהֶם׃
  "Zh" (1x) -- Hebrew: זֶּה
  "Hdt" (1x) -- Hebrew: הֵעַדְתָּ
  "Kontno" (1x) -- Hebrew: כַּוָּנָתֵנוּ
  "Nti" (1x) -- Hebrew: עַנְטִי
  "Oitokcho" (1x) -- Hebrew: וַיִּתְוַכְּחוּ
  "Sbibotihm" (1x) -- Hebrew: סְבִיבוֹתֵיהֶם׃
  "Oikhilom" (1x) -- Hebrew: וַיַּאֲכִילוּם
  "Oiokichm" (1x) -- Hebrew: וַיּוֹכִיחֵם
  "Oikshibo" (1x) -- Hebrew: וַיַּקְשִׁיבוּ
  "Ilkom" (1x) -- Hebrew: יַלְקוּם
  "Irgmom" (1x) -- Hebrew: יִרְגְּמוּם
  "Ignbo" (1x) -- Hebrew: יִגְנְבוּ
  "Info" (1x) -- Hebrew: יִנְאָפוּ
  "Oikdisho" (1x) -- Hebrew: וַיַּקְדִּישׁוּ
  "Shimnilom" (1x) -- Hebrew: שִׁמְנִילוֹם׃
  "Moshbotihm" (1x) -- Hebrew: מוֹשְׁבוֹתֵיהֶם
  "Nots" (1x) -- Hebrew: נוֹעַץ
  "Hsitom" (1x) -- Hebrew: הֵסִיתוּם
  "Olhokichno" (1x) -- Hebrew: וּלְהוֹכִיחֵנוּ
  "Shino" (1x) -- Hebrew: עָשִׂינוּ׃
  "Iktmo" (1x) -- Hebrew: יִכָּתְמוּ
  "Hishoh" (1x) -- Hebrew: הַיְּשׁוּעָה
  "Oikbrom" (1x) -- Hebrew: וַיִּקְבְּרוּם
  "Blot" (1x) -- Hebrew: בַּלּוֹת
  "Oihllo" (1x) -- Hebrew: וַיְהַלְלוּ
  "Nms" (1x) -- Hebrew: נָמַס
  "Nkoo" (1x) -- Hebrew: נִכָּווּ
  "Omolonim" (1x) -- Hebrew: וַעֲמוּלוֹנִים
  "Hor" (1x) -- Hebrew: הוּאַר
  "Hrigt" (1x) -- Hebrew: הֲרִיגַת
  "Kon" (1x) -- Hebrew: כִּוֵּן
  "Igrmo" (1x) -- Hebrew: יִגְרְמוּ
  "Omkh" (1x) -- Hebrew: וּמֻכֶּה
  "Oitsdo" (1x) -- Hebrew: וַיֻּצָּדוּ
  "Lvito" (1x) -- Hebrew: לְבִיאָתוֹ
  "Hiklno" (1x) -- Hebrew: הֲיָכֹלְנוּ
  "Flh" (1x) -- Hebrew: אֲפֵלָה
  "Mgl" (1x) -- Hebrew: מַגָּל
  "Bsoph" (1x) -- Hebrew: בַסּוּפָה
  "Vvo" (1x) -- Hebrew: בְבוֹא
  "Indpo" (1x) -- Hebrew: יִנָּדְפוּ
  "Ikimm" (1x) -- Hebrew: יְקִימֵם
  "Zrim" (1x) -- Hebrew: זָרִים
  "Oiokichno" (1x) -- Hebrew: וַיּוֹכִיחֵנּוּ
  "Htir" (1x) -- Hebrew: הִתִּיר
  "Ohtir" (1x) -- Hebrew: וְהִתִּיר
  "Viomim" (1x) -- Hebrew: בְּאֵיּוּמִים
  "Fo" (1x) -- Hebrew: אֵפוֹא
  "Oidinno" (1x) -- Hebrew: וַיַּדִּינֵנוּ
  "Liosh" (1x) -- Hebrew: לְיֵאוּשׁ
  "Hvirno" (1x) -- Hebrew: הֶעֱבִירָנוּ
  "Omfil" (1x) -- Hebrew: וּמַפְעִיל
  "Sdot" (1x) -- Hebrew: סֹדוֹת
  "Oilgo" (1x) -- Hebrew: וַיִּלְעֲגוּ
  "Fosh" (1x) -- Hebrew: פּוֹשֵׁעַ
  "Noshi" (1x) -- Hebrew: נוֹשִׁיעַ
  "Gvotihm" (1x) -- Hebrew: גִּבְעוֹתֵיהֶם
  "Olgno" (1x) -- Hebrew: וְלֻעַגְנוּ
  "Ohkino" (1x) -- Hebrew: וְהֻכֵּינוּ
  "Vvotot" (1x) -- Hebrew: בַּעֲבוֹתוֹת
  "Hhith" (1x) -- Hebrew: הֲהָיְתָה
  "Hin" (1x) -- Hebrew: הֲאֵין
  "Migon" (1x) -- Hebrew: מִיָּגוֹן
  "Ohoditi" (1x) -- Hebrew: וְהוֹדָיָתִי
  "Shobno" (1x) -- Hebrew: שׁוּבֵנוּ
  "Hirtso" (1x) -- Hebrew: הֲיִרְצוּ
  "Dot" (1x) -- Hebrew: אֲדוֹת
  "Ngn" (1x) -- Hebrew: נָגֵן
  "Mhonm" (1x) -- Hebrew: מֵהוֹנָם
  "Oiodio" (1x) -- Hebrew: וַיּוֹדִיעוּ
  "Vl" (1x) -- Hebrew: בֻּלַּע
  "Bokot" (1x) -- Hebrew: בּוֹכוֹת
  "Tsom" (1x) -- Hebrew: צוֹם
  "Oiltso" (1x) -- Hebrew: וְיַעַלְצוּ
  "Hokmo" (1x) -- Hebrew: הוּקְמוּ
  "Toto" (1x) -- Hebrew: תַאֲוָתוֹ
  "Ishni" (1x) -- Hebrew: יַעֲשֵׂנִי
  "Oihlloho" (1x) -- Hebrew: וִיהַלְלוּהוּ
  "Oichrido" (1x) -- Hebrew: וַיַּחֲרִידוּ
  "Oilit" (1x) -- Hebrew: אֱוִילִית
  "Oiliim" (1x) -- Hebrew: אֱוִילִיים
  "Mbitim" (1x) -- Hebrew: מַבִּיטִים
  "Molikot" (1x) -- Hebrew: מוֹלִיכוֹת
  "Kobsh" (1x) -- Hebrew: כּוֹבֵשׁ
  "Fm" (1x) -- Hebrew: פַעַם
  "Oivioho" (1x) -- Hebrew: וַיָּבִיאוּהוּ
  "Okhn" (1x) -- Hebrew: וְכָאן
  "Mot" (1x) -- Hebrew: מְעַוֵּת
  "Gdonh" (1x) -- Hebrew: גִּדּוֹנָה
  "Tikim" (1x) -- Hebrew: עַתִּיקִים
  "Htikot" (1x) -- Hebrew: הָעַתִּיקוֹת
  "Horh" (1x) -- Hebrew: הוֹרֶה
  "Horio" (1x) -- Hebrew: הוֹרָיו׃
  "Molikim" (1x) -- Hebrew: מוֹלִיכִים
  "Totikhm" (1x) -- Hebrew: תַאֲוֹתֵיכֶם
  "Tsomdim" (1x) -- Hebrew: צוֹמְדִים
  "Ochlomotihm" (1x) -- Hebrew: וַחֲלוֹמוֹתֵיהֶם
  "Oshgonotihm" (1x) -- Hebrew: וְשִׁגְעוֹנוֹתֵיהֶם
  "Omrotihm" (1x) -- Hebrew: וּמַרְאוֹתֵיהֶם
  "Omsroho" (1x) -- Hebrew: וּמְסָרוּהוּ
  "Goh" (1x) -- Hebrew: גַאֲוָה
  "Hvodot" (1x) -- Hebrew: הָעֲבוֹדוֹת
  "Vodti" (1x) -- Hebrew: עֲבוֹדָתִי
  "Otnoth" (1x) -- Hebrew: וּתְנוּעָתָהּ
  "Hkokbim" (1x) -- Hebrew: הַכּוֹכָבִים
  "Pik" (1x) -- Hebrew: פִּיךָ
  "Tsit" (1x) -- Hebrew: תַסִּיט
  "Hosrh" (1x) -- Hebrew: הוּסְרָה
  "Mkorihor" (1x) -- Hebrew: מִקּוֹרִיהוֹר
  "Nokcho" (1x) -- Hebrew: נוֹכְחוּ
  "Llilim" (1x) -- Hebrew: לֶאֱלִילִים
  "Ldv" (1x) -- Hebrew: לִדְאֹב
  "Himni" (1x) -- Hebrew: הִמְנִי
  "Kpio" (1x) -- Hebrew: כַּפָּיו
  "Hordh" (1x) -- Hebrew: הוּרְדָה
  "Rmomftom" (1x) -- Hebrew: רָמְאוּמְפְּתוֹם
  "Hodot" (1x) -- Hebrew: הוֹדוֹת
  "Oksh" (1x) -- Hebrew: וְעִקֵּשׁ
  "Okotsotihm" (1x) -- Hebrew: וְקַוְּצוֹתֵיהֶם
  "Itdo" (1x) -- Hebrew: יִתְעַדּוּ
  "Doi" (1x) -- Hebrew: דַּוָּי
  "Lmiti" (1x) -- Hebrew: לַעֲמִיתַי
  "Ozzrom" (1x) -- Hebrew: וְזֶעְזְרוֹם
  "Dgo" (1x) -- Hebrew: דָאֲגוּ
  "Oisb" (1x) -- Hebrew: וַיִּסֹּב
  "Hzt" (1x) -- Hebrew: הֲזֹאת
  "Choshikm" (1x) -- Hebrew: חוּשֵׁיכֶם
  "Onso" (1x) -- Hebrew: וְנַסּוּ
  "Lrv" (1x) -- Hebrew: לֶעֱרַב
  "Oitsmich" (1x) -- Hebrew: וְיַצְמִיחַ
  "Nsitm" (1x) -- Hebrew: נִסִּיתֶם
  "Chm" (1x) -- Hebrew: חֹם
  "Oibsh" (1x) -- Hebrew: וְיִבַשׁ
  "Otkroho" (1x) -- Hebrew: וּתְעַקְּרוּהוּ
  "Gmol" (1x) -- Hebrew: גְּמוּל
  "Ochritsotkm" (1x) -- Hebrew: וַחֲרִיצוּתְכֶם
  "Shogim" (1x) -- Hebrew: שׁוֹגִים
  "Otsb" (1x) -- Hebrew: וַתַּסֵּב
  "Biti" (1x) -- Hebrew: בֵּיתִי
  "Otm" (1x) -- Hebrew: וְתָם
  "Horm" (1x) -- Hebrew: הוּרַם
  "Oichio" (1x) -- Hebrew: וַיִּחְיוּ׃
  "Irfo" (1x) -- Hebrew: יֵרָפְאוּ׃
  "Iklo" (1x) -- Hebrew: יֵקַלּוּ
  "Oizhirkm" (1x) -- Hebrew: וַיַּזְהִירְכֶם
  "Hokich" (1x) -- Hebrew: הוֹכִיחַ
  "Id" (1x) -- Hebrew: אָעִיד
  "Okots" (1x) -- Hebrew: וְקוֹץ
  "Morh" (1x) -- Hebrew: מוֹרָה
  "Omviim" (1x) -- Hebrew: וּמְבִיאִים
  "Omkipm" (1x) -- Hebrew: וּמַקִּיפָם
  "Lvl" (1x) -- Hebrew: לְבַעַל
  "Movt" (1x) -- Hebrew: מוּבֵאת
  "Ohtmido" (1x) -- Hebrew: וְהַתְמִידוּ
  "Ovrv" (1x) -- Hebrew: וּבָעֶרֶב׃
  "Tvoot" (1x) -- Hebrew: תְּבוּאוֹת
  "Obmkomot" (1x) -- Hebrew: וּבִמְקוֹמוֹת
  "Sbibotikm" (1x) -- Hebrew: סְבִיבוֹתֵיכֶם׃
  "Ohritm" (1x) -- Hebrew: וַהֲרֵיתֶם
  "Hritm" (1x) -- Hebrew: הֲרֵיתֶם
  "Nitib" (1x) -- Hebrew: נֵיטִיב
  "Lil" (1x) -- Hebrew: לֵיל
  "Ilbno" (1x) -- Hebrew: יִלְבְּנוּ
  "Btodh" (1x) -- Hebrew: בְּתוֹדָה
  "Obrkotio" (1x) -- Hebrew: וּבִרְכוֹתָיו
  "Ichn" (1x) -- Hebrew: יָחֹן
  "Htitso" (1x) -- Hebrew: הִתְיָעֲצוּ
  "Oiotso" (1x) -- Hebrew: וַיִּוָּעֲצוּ
  "Htomkim" (1x) -- Hebrew: הַתּוֹמְכִים
  "Oipch" (1x) -- Hebrew: וַיָּפַח
  "Ismk" (1x) -- Hebrew: יִסָּמֵךְ
  "Zkoti" (1x) -- Hebrew: זְכוּתִי׃
  "Hkiti" (1x) -- Hebrew: הֻכֵּיתִי
  "Oinoni" (1x) -- Hebrew: וַיְעַנּוּנִי
  "Niti" (1x) -- Hebrew: עֻנֵּיתִי
  "Ondh" (1x) -- Hebrew: וְאֶנָּדֶה
  "Gof" (1x) -- Hebrew: גוּף
  "Ov" (1x) -- Hebrew: אוּבָא
  "Vri" (1x) -- Hebrew: אֵבָרַי
  "Litnm" (1x) -- Hebrew: לְאֵיתָנָם
  "Ioldo" (1x) -- Hebrew: יִוָּלְדוּ
  "Itsilni" (1x) -- Hebrew: יַצִּילֵנִי׃
  "Ikimni" (1x) -- Hebrew: יְקִימֵנִי
  "Oishk" (1x) -- Hebrew: וַיְשַׁקַּע
  "Otoldot" (1x) -- Hebrew: וְתוֹלְדוֹת
  "Opshotim" (1x) -- Hebrew: וּפְשׁוּטִים
  "Ibish" (1x) -- Hebrew: יָבִישׁ
  "Hnoim" (1x) -- Hebrew: הַנֶּעֱוִים
  "Idoh" (1x) -- Hebrew: יְדוּעָה
  "Ishrot" (1x) -- Hebrew: יְשָׁרוֹת
  "Omglo" (1x) -- Hebrew: וּמַעְגָּלוֹ
  "Bm)" (1x) -- Hebrew: בָּם)
  "Ibtich" (1x) -- Hebrew: יַבְטִיחַ
  "Ogzlotihm" (1x) -- Hebrew: וּגְזֵלוֹתֵיהֶם
  "Tir" (1x) -- Hebrew: תָּאִיר
  "Otsi" (1x) -- Hebrew: אוֹצִיא
  "Orvotihm" (1x) -- Hebrew: וַעֲרֻבּוֹתֵיהֶם
  "Vtovot" (1x) -- Hebrew: בְּתוֹעֲבוֹת
  "Omoptihm" (1x) -- Hebrew: וּמוֹפְתֵיהֶם
  "Ltv" (1x) -- Hebrew: לְתַעֵב
  "Iifo" (1x) -- Hebrew: יִיעֲפוּ
  "Ikono" (1x) -- Hebrew: יְכֻוְּנוּ
  "Obkomk" (1x) -- Hebrew: וּבְקוּמְךָ
  "Kdor" (1x) -- Hebrew: כַּדּוּר
  "Lihonh" (1x) -- Hebrew: לִיאַהוֹנָה
  "Hkino" (1x) -- Hebrew: הֲכִינוֹ׃
  "Moptim" (1x) -- Hebrew: מוֹפְתִים
  "Iorh" (1x) -- Hebrew: יוֹרֶה
  "Tbit" (1x) -- Hebrew: תַבִּיט
  "Ochih" (1x) -- Hebrew: וֶחְיֵה
  "Itsibotk" (1x) -- Hebrew: יַצִּיבוּתְךָ
  "Koh" (1x) -- Hebrew: אֲקַוֶּה
  "Brok" (1x) -- Hebrew: בָרוּךְ
  "Otsrotik" (1x) -- Hebrew: וְצָרוֹתֶיךָ
  "Hmodi" (1x) -- Hebrew: הַמּוֹדִיעַ
  "Mits" (1x) -- Hebrew: אַמִּיץ
  "Tirson" (1x) -- Hebrew: תִרְסֹן
  "Tootikh" (1x) -- Hebrew: תַּאֲווֹתֶיךָ
  "Ishmom" (1x) -- Hebrew: יִשְׁמְעוּם
  "Ihllom" (1x) -- Hebrew: יְהַלְלוּם
  "Itsibot" (1x) -- Hebrew: יַצִּיבוּת
  "Tlonti" (1x) -- Hebrew: תְּלוּנָתִי
  "Zvt" (1x) -- Hebrew: עָזַבְתָּ
  "Izvl" (1x) -- Hebrew: אִיזָבֶל׃
  "Otzv" (1x) -- Hebrew: וְתַעֲזֹב
  "Ogdr" (1x) -- Hebrew: וּגְדֹר
  "Rik" (1x) -- Hebrew: רִיק
  "Monotikh" (1x) -- Hebrew: מֵעֲוֹנוֹתֶיךָ׃
  "Nich" (1x) -- Hebrew: אָנִיחַ
  "Tod" (1x) -- Hebrew: תִּוָּדַע
  "Dog" (1x) -- Hebrew: דּוֹאֵג
  "Kvo" (1x) -- Hebrew: קָבוּעַ
  "Mmod" (1x) -- Hebrew: מִמּוֹעֵד
  "Hmodim" (1x) -- Hebrew: הַמּוֹעֲדִים
  "Ikblo" (1x) -- Hebrew: יְקֻבְּלוּ
  "Dgh" (1x) -- Hebrew: דְּאָגָה
  "Oigon" (1x) -- Hebrew: וְיָגוֹן׃
  "Bitm" (1x) -- Hebrew: בֵּיתָם
  "Hooim" (1x) -- Hebrew: הוֹוִים
  "Omsirtn" (1x) -- Hebrew: וּמְסִירָתָן
  "Ini" (1x) -- Hebrew: אֵינִי
  "Oloto" (1x) -- Hebrew: וְעׇלוֹתוֹ
  "Kv" (1x) -- Hebrew: קָבַע
  "Izhiro" (1x) -- Hebrew: יַזְהִירוּ
  "Ndg" (1x) -- Hebrew: נִדְאַג
  "Goith" (1x) -- Hebrew: גְּוִיָּתָהּ
  "Tkonto" (1x) -- Hebrew: תְּכוּנָתוֹ
  "Ltob" (1x) -- Hebrew: לַטּוֹב
  "Igml" (1x) -- Hebrew: יִגָּמֶל
  "Goli" (1x) -- Hebrew: גְּאוּלֵי
  "Mlil" (1x) -- Hebrew: מִלֵּיל
  "Tosf" (1x) -- Hebrew: תּוֹסֵף
  "Vtv" (1x) -- Hebrew: בַּטֶּבַע
  "Obmosrot" (1x) -- Hebrew: וּבְמוֹסְרוֹת
  "Oigml" (1x) -- Hebrew: וְיִגָּמֶל
  "Onoshb" (1x) -- Hebrew: וְנוֹשָׁב
  "Imsr" (1x) -- Hebrew: יִמָּסֵר
  "Lht" (1x) -- Hebrew: לַהַט
  "Opn" (1x) -- Hebrew: וּפֶן
  "Olht" (1x) -- Hebrew: וְלַהַט
  "Ovd" (1x) -- Hebrew: אוֹבֵד
  "Npol" (1x) -- Hebrew: נָפוּל׃
  "Igl" (1x) -- Hebrew: יִגָּאֵל
  "Iglo" (1x) -- Hebrew: יִגָּאֲלוּ
  "Otoniim" (1x) -- Hebrew: וְתַאֲוָנִיִּים
  "Oshdiim" (1x) -- Hebrew: וְשֵׁדִיִּים
  "Olmit" (1x) -- Hebrew: עוֹלָמִית
  "Hiir" (1x) -- Hebrew: הֲיִירָא
  "Itv" (1x) -- Hebrew: יִתְבַּע
  "Mvih" (1x) -- Hebrew: מֵבִיאָה
  "Moshbim" (1x) -- Hebrew: מוּשָׁבִים
  "Noshim" (1x) -- Hebrew: נוֹשָׁעִים
  "Oholmiot" (1x) -- Hebrew: וְהָעוֹלָמִיּוֹת
  "Oioridk" (1x) -- Hebrew: וְיוֹרִידְךָ
  "Obishob" (1x) -- Hebrew: וּבְיִשּׁוּב
  "Hshptimd." (1x) -- Hebrew: הַשֹּׁפְטִים׃ד.
  "Ivim" (1x) -- Hebrew: יְבִיאֵם
  "Krtsonmi." (1x) -- Hebrew: כִּרְצוֹנָם׃י.
  "Ipro" (1x) -- Hebrew: יָפֵרוּ
  "Dmto." (1x) -- Hebrew: דָּם׃טו.
  "Hnpiimich." (1x) -- Hebrew: הַנֶּפִיִּים׃יח.
  "Oklihm" (1x) -- Hebrew: וְקַלְּעֵיהֶם
  "Tsodim" (1x) -- Hebrew: צוֹעֲדִים
  "Hlmniml." (1x) -- Hebrew: הַלָּמָנִים׃לא.
  "Oistirm" (1x) -- Hebrew: וַיַּסְתִּירֵם
  "Vgi" (1x) -- Hebrew: בְּגֵיא
  "Nhog" (1x) -- Hebrew: נָהוּג
  "Lfm" (1x) -- Hebrew: לְפַעַם
  "Ivri" (1x) -- Hebrew: אֵיבְרֵי
  "Omgni" (1x) -- Hebrew: וּמָגִנֵּי
  "Blmnimlt." (1x) -- Hebrew: בַּלָּמָנִים׃לט.
  "Ivrom." (1x) -- Hebrew: יַעַבְרוּ׃מא.
  "Olhkotm" (1x) -- Hebrew: וּלְהַכּוֹתָם׃
  "Omts" (1x) -- Hebrew: וְאֹמֶץ
  "Oidkro" (1x) -- Hebrew: וַיִּדְקְרוּ
  "Hzh" (1x) -- Hebrew: הָעַזָּה׃
  "Morrim" (1x) -- Hebrew: מְעוֹרָרִים
  "Fno" (1x) -- Hebrew: פָּנוּ
  "Ovoth" (1x) -- Hebrew: וּבְאוֹתָהּ
  "Shh" (1x) -- Hebrew: שָׁעָה
  "Vvorh" (1x) -- Hebrew: בַּעֲבוּרָהּ
  "Okhosim" (1x) -- Hebrew: וְכוֹעֲסִים
  "Bkiom" (1x) -- Hebrew: בְּקִיּוּם
  "Mkot" (1x) -- Hebrew: מַכּוֹת
  "Oimsr" (1x) -- Hebrew: וַיִּמְסֹר
  "Nfr" (1x) -- Hebrew: נָפֵר
  "Otn" (1x) -- Hebrew: וְתֵן
  "Omgnikm" (1x) -- Hebrew: וּמָגִנֵּיכֶם
  "Bid" (1x) -- Hebrew: בַּיָּד
  "Oisog" (1x) -- Hebrew: וַיִּסּוֹג
  "Oiosht" (1x) -- Hebrew: וַיּוֹשֵׁט
  "Hrm" (1x) -- Hebrew: הֶעָרֹם
  "Oitslichk" (1x) -- Hebrew: וְיַצְלִיחֲךָ
  "Rorh" (1x) -- Hebrew: אֲרוּרָה
  "Itmo" (1x) -- Hebrew: יִתַּמּוּ
  "Ohmhomot" (1x) -- Hebrew: וְהַמְּהוּמוֹת
  "Igd" (1x) -- Hebrew: יֻגַּד
  "Oiptm" (1x) -- Hebrew: וַיְפַתֵּם
  "Oikimoho" (1x) -- Hebrew: וִיקִימוּהוּ
  "Ishimm" (1x) -- Hebrew: יְשִׂימֵם
  "Obmribh" (1x) -- Hebrew: וּבְמִרְיָבָה
  "Romot" (1x) -- Hebrew: עֲרוּמוֹת
  "Odtno" (1x) -- Hebrew: וְדָתֵנוּ
  "Odrorno" (1x) -- Hebrew: וּדְרוֹרֵנוּ
  "Hmot" (1x) -- Hebrew: הַמּוֹט׃
  "Mnif" (1x) -- Hebrew: מֵנִיף
  "Odtm" (1x) -- Hebrew: וְדָתָם
  "Ishlikno" (1x) -- Hebrew: יַשְׁלִיכֵנוּ
  "Nomt" (1x) -- Hebrew: נוּמָת׃
  "Ohsrim" (1x) -- Hebrew: וְהַסָּרִים
  "Mlikihim" (1x) -- Hebrew: אַמָלִיקְיָהִים׃
  "Oikdm" (1x) -- Hebrew: וַיַּקְדֵּם
  "Oioshbo" (1x) -- Hebrew: וַיּוּשְׁבוּ
  "Nt" (1x) -- Hebrew: נָטַע
  "Oish" (1x) -- Hebrew: וַיֵּשׁ
  "Vtim" (1x) -- Hebrew: בְּעִתִּים
  "Lonidh" (1x) -- Hebrew: לְאוֹנִידָה
  "Hz" (1x) -- Hebrew: הֵעֵז
  "Oikif" (1x) -- Hebrew: וְיַקִּיף
  "Ikotso" (1x) -- Hebrew: יָקוּצוּ
  "Ishlim" (1x) -- Hebrew: יַשְׁלִים
  "Hoshit" (1x) -- Hebrew: הוֹשִׁיט
  "Oinso" (1x) -- Hebrew: וַיָּנֻסוּ
  "Iomto" (1x) -- Hebrew: יוּמָתוּ׃
  "Hromim" (1x) -- Hebrew: הָעֲרוּמִים
  "Ohsorrim" (1x) -- Hebrew: וְהַסּוֹרְרִים
  "Mozr" (1x) -- Hebrew: מוּזָר
  "Oior" (1x) -- Hebrew: וַיַּעֲוֵר
  "Oikhism" (1x) -- Hebrew: וַיַּכְעִיסֵם
  "Bhodot" (1x) -- Hebrew: בְּהוֹדוֹת
  "Oizhirm" (1x) -- Hebrew: וְיַזְהִירֵם
  "Iodim" (1x) -- Hebrew: יוֹדִיעֵם
  "Okbni" (1x) -- Hebrew: וּכִבְנֵי
  "Mmoroni" (1x) -- Hebrew: מִמּוֹרוֹנִי
  "Hzino" (1x) -- Hebrew: הֶאֱזִינוּ
  "Sollt" (1x) -- Hebrew: סוֹלְלַת
  "Lirot" (1x) -- Hebrew: לִירוֹת
  "Orot" (1x) -- Hebrew: עוֹרוֹת
  "Obhkinm" (1x) -- Hebrew: וּבַהֲכִינָם
  "Ktorot" (1x) -- Hebrew: כְּתוֹרוֹת
  "Oichto" (1x) -- Hebrew: וַיֵּחֲתוּ
  "Gvh" (1x) -- Hebrew: גֹּבַהּ
  "Hormh" (1x) -- Hebrew: הוּרְמָה
  "Ovklihm" (1x) -- Hebrew: וּבְקַלְּעֵיהֶם
  "Bsollot" (1x) -- Hebrew: בְּסוֹלְלוֹת
  "Tsollot" (1x) -- Hebrew: אֶת־סוֹלְלוֹת
  "Oftsoihm" (1x) -- Hebrew: וּפְצוּעֵיהֶם׃
  "Tkiph" (1x) -- Hebrew: תַּקִּיפָה
  "Oshrionihm" (1x) -- Hebrew: וְשִׁרְיוֹנֵיהֶם
  "Ozhirotm" (1x) -- Hebrew: וּזְהִירוּתָם
  "Tli" (1x) -- Hebrew: תִּלֵּי
  "Hsollot" (1x) -- Hebrew: הַסּוֹלְלוֹת
  "Itdot" (1x) -- Hebrew: יְתֵדוֹת
  "Ogbhim" (1x) -- Hebrew: וּגְבֹהִים׃
  "Hitdot" (1x) -- Hebrew: הַיְתֵדוֹת
  "Igno" (1x) -- Hebrew: יָגֵנּוּ
  "Ovtot" (1x) -- Hebrew: וּבְעִתּוֹת
  "Obnik" (1x) -- Hebrew: וּבָנֶיךָ
  "Mribotihm" (1x) -- Hebrew: מְרִיבוֹתֵיהֶם
  "Omtsotihm" (1x) -- Hebrew: וּמַצּוֹתֵיהֶם
  "Oznotm" (1x) -- Hebrew: וּזְנוּתָם
  "Oshtihn" (1x) -- Hebrew: וּשְׁתֵּיהֶן
  "Tvo" (1x) -- Hebrew: תָּבְעוּ
  "Oichlito" (1x) -- Hebrew: וַיַּחְלִיטוּ
  "Oishmidm" (1x) -- Hebrew: וְיַשְׁמִידֵם׃
  "Bgopi" (1x) -- Hebrew: בְּגוּפֵי
  "Lkinh" (1x) -- Hebrew: לְקִינָה
  "Vkr" (1x) -- Hebrew: בָּעִקָּר
  "Oishm" (1x) -- Hebrew: וַיֻּשַׂם
  "Dtm" (1x) -- Hebrew: דָתָם
  "Ohtomkim" (1x) -- Hebrew: וְהַתּוֹמְכִים
  "Oikn" (1x) -- Hebrew: וַיָּכֵן
  "Mribotm" (1x) -- Hebrew: מְרִיבוֹתָם
  "Okbodm" (1x) -- Hebrew: וּכְבוֹדָם
  "Oishpilo" (1x) -- Hebrew: וַיַּשְׁפִּילוּ
  "Otsilotm" (1x) -- Hebrew: וְאַצִילוּתָם
  "Ohshoo" (1x) -- Hebrew: וְהֻשְׁווּ
